"species_name","body_size","abdomen_length","hindwing","coloration_male","coloration_class","exuvia_length_min","exuvia_body_length","exuvia_caudal_lamellae_min","habitat","percher_flier","main_flight_period","sti","sti_sd","voltinism","overwintering_stage","oviposition_mode","larval_strategy","bern_convention","habitats_directive","endemic_europe","endemic_eu27","near_endemic_europe","redlist_2024_category","redlist_2024_criteria","eu27_redlist_2024_category","eu27_redlist_2024_criteria","population_trend","eoo_europe","aoo_europe","eoo_eu27","aoo_eu27"
"Somatochlora borisi","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","literature information NA, but most likely same as other Somatochlora species","literature information NA, but most likely same as other Somatochlora species","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Somatochlora flavomaculata","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Somatochlora graeseri","Wildermuth & Martens 2019","NA","NA","Dijkstra et al. 2020","expert opinion De  Knijf","NA","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","literature information NA, but most likely same as other Somatochlora species","literature information NA, but most likely same as other Somatochlora species","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Somatochlora meridionalis","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","literature information NA, but most likely same as other Somatochlora species","literature information NA, but most likely same as other Somatochlora species","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Somatochlora met allica","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Somatochlora sahlbergi","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","literature information NA, but most likely same as other Somatochlora species","literature information NA, but most likely same as other Somatochlora species","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Stylurus flavipes","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020; Wildermuth & Martens 2019","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympecma fusca","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","Brochard et al. 2012; Brochard pers comm.","Brochard et al. 2012; Brochard pers comm.","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympecma paedisca","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","Brochard et al. 2012; Brochard pers comm.","Brochard et al. 2012; Brochard pers comm.","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum danae","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum depressiusculum","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum flaveolum","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum fonscolombii","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Sternberg & Buchwald 2000","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum meridionale","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum nigrifemur","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum pedemontanum","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum sanguineum","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum sinaiticum","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum striolatum","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Sympetrum vulgatum","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard et al. 2012; Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Trithemis annulata","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Trithemis arteriosa","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","NA","NA","literature information NA, but most likely same as other Trithemis species","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Trithemis festiva","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","NA","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Trithemis kirbyi","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
"Zygonyx torridus","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","Dijkstra et al. 2020","expert opinion De  Knijf","Brochard pers comm.","not relevant","not relevant","De Knijf et al. 2024","Wildermuth & Martens 2019","Billqvist et al. 2023 (northern species); Boudot & Kalkman 2015; Sparrow et al. 2021; Smallshire & Swash 2020; www.observation.org","Termaat et al. 2019","Termaat et al. 2019","NA","NA","Wildermuth & Martens 2019","expert opinion C. Brochard & G. De Knijf","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024","De Knijf et al. 2024"
